what,kind,bundleId,bundleVersion,description,time
arch,sysinfo,,,"x86_64",1423954577561
ws,sysinfo,,,"win32",1423954577561
locale,sysinfo,,,"en_US",1423954577561
processors,sysinfo,,,"8",1423954577561
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1423954577561
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1423954577561
java.specification.name,sysinfo,,,"Java Platform API Specification",1423954577561
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1423954577561
java.specification.version,sysinfo,,,"1.6",1423954577561
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1423954577561
java.version,sysinfo,,,"1.6.0_23",1423954577561
java.vm.info,sysinfo,,,"mixed mode",1423954577561
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1423954577561
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1423954577561
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1423954577561
java.vm.specification.version,sysinfo,,,"1.0",1423954577561
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1423954577561
java.vm.version,sysinfo,,,"19.0-b09",1423954577561
started,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1423954577981
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1423954581469
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1423954595411
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1423954596347
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1423954602480
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1423954610023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954610423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954619387
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1423954637604
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1423954642344
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1423954642737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954645386
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1423954649255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954675416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954678137
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1423954680294
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1423954680319
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1423954680789
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1423954680802
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1423954680804
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1423954680807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954707170
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1423954707203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954707827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954707958
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1423954716512
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1423954716522
started,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1423954716531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954719807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954723509
started,bundle,com.altera.sbt4e.systemconsole,14.0.0.200,"com.altera.sbt4e.systemconsole",1423954724466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954724492
started,bundle,com.altera.sbtgui.integration.jars,14.0.0.200,"com.altera.sbtgui.integration.jars",1423954724587
error,log,,,"Unable to connect to JTAG Server. Please kill and restart System Console from Eclipse menu: Nios II -> System Console.",1423954729987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954730038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954730060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954731705
executed,command,,,"com.altera.sbt4e.launch.hardware.Nios2HardwareLaunchShortcut.run",1423954731721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954741661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954745310
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1423954746495
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1423954746517
opened,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423954751572
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1423954752043
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1423954752069
error,log,,,"Failed Executing: [nios2-download, '--cable=DE-SoC on localhost [USB-1]', --device=2, --instance=0, --go, --accept-bad-sysid, --sidp=0x11030, /cygdrive/d/Fin_Misc/College2/EE371/LAB3/software/lights/lights.elf] return code: 4, 'other error'",1423954759023
error,log,,,"Downloading ELF Process failed",1423954759037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954759099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954767054
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1423954772769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954775695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954798612
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423954799817
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1423954804626
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1423954804671
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1423954805286
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1423954806651
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1423954806740
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1423954807191
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1423954808325
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1423954808791
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1423954812816
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1423954812855
error,log,,,"Error",1423954813408
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.binaryEditor",1423954813994
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.binaryEditor",1423954818566
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1423954821202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954844475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954847805
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1423954853847
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1423954854008
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1423954866284
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1423954868196
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1423954868990
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1423954868993
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1423954869028
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1423954870378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954872514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954874976
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1423954875007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1423954875007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954875035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954879568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954886749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954890697
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1423954891423
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423954896322
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1423954896670
error,log,,,"Failed Executing: [nios2-download, '--cable=DE-SoC on localhost [USB-1]', --device=2, --instance=0, --go, --accept-bad-sysid, --sidp=0x11030, /cygdrive/d/Fin_Misc/College2/EE371/LAB3/software/lights/lights.elf] return code: 4, 'other error'",1423954903694
error,log,,,"Downloading ELF Process failed",1423954903703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954903731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954910181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954911691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954912905
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954913251
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1423954913915
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1423954913916
stopped,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1423954913918
stopped,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1423954913918
stopped,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1423954913918
stopped,bundle,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui",1423954913920
stopped,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1423954913920
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1423954913920
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1423954913920
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1423954913920
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1423954913922
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1423954913922
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1423954913922
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1423954913924
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1423954913926
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1423954913926
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1423954913929
